Id da Instalação;Id do Equipamento;Nome;Tipo do Equipamento;Id Tipo de Rede;Tipo de Rede;Agente Proprietário;Data Prevista;Data Entrada;Data de Necessidade do SIN
DFSTBS;DFSTBS0BC1          ;BC 13P8 kV   15 Mvar BRAS. SUL                 1 DF                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
DFSTBS;DFSTBS0BC2          ;BC 13P8 kV   15 Mvar BRAS. SUL                 2 DF                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
DFSTBS;DFSTBS0BC3          ;BC 13P8 kV   15 Mvar BRAS. SUL                 3 DF                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
DFSTBS;DFSTBS0BC4          ;BC 13P8 kV   15 Mvar BRAS. SUL                 4 DF                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
DFSTSB;DFSTSB3BC5          ;BC  345 kV  150 Mvar SAMAMBAIA                 5 DF                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
DFSTSB;DFSTSB3BC6          ;BC  345 kV  150 Mvar SAMAMBAIA                 4 DF                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;05/12/2010;03/12/2010;31/12/2007
ESSBFE;ESSBFE1BC3          ;BC  138 kV 26P6 Mvar BENTOFERREIRA             3 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSBSA;ESSBSA1BC1          ;BC  138 kV 26P7 Mvar BARRA DO SAHY             1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;07/01/2004;
ESSBSA;ESSBSA1BC2          ;BC  138 kV 26P6 Mvar BARRA DO SAHY             2 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;18/05/2007;
ESSECA;ESSCAR1BC1          ;BC  138 kV 26P6 Mvar SE CARAPINA               1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;01/01/1984;
ESSECA;ESSCAR1BC2          ;BC  138 kV 26P6 Mvar SE CARAPINA               3 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;01/01/1984;
ESSECA;ESSCAR1BC3          ;BC  138 kV 26P6 Mvar SE CARAPINA               2 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;01/01/1984;
ESSCEA;ESSCEA1BC1          ;BC  138 kV 26P6 Mvar CEASA                     1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;24/02/2019;;
ESSECI;ESSCIT03BC1         ;BC 34P5 kV  8P1 Mvar CACHOEIRO              3BC1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSECI;ESSCIT03BC2         ;BC 34P5 kV  8P1 Mvar CACHOEIRO              3BC2 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSECI;ESSCIT1BC1          ;BC  138 kV 26P6 Mvar CACHOEIRO                 1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSFRU;ESSFRU1BC1          ;BC  138 kV  106 Mvar FRUTEIRAS                 1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSGUA;ESSGUA1BC1          ;BC  138 kV 26P6 Mvar GUARAPARI                 1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSGUA;ESSGUA1BC2          ;BC  138 kV 26P6 Mvar GUARAPARI                 2 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSEIT;ESSITR01            ;BC   69 kV  6P0 Mvar ITARANA                   1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSJGR;ESSJGR17BC1         ;BC  138 kV 26P6 Mvar JAGUARE                7BC1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;31/12/1990;;
ESJNEI;ESSJNE1BC1          ;BC  138 kV 26P6 Mvar JOAO NEIVA                1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSJUR;ESSJUR1BC1          ;BC  138 kV 26P6 Mvar JURAMA                    1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSLIN;ESSLIN1BC1          ;BC  138 kV 26P7 Mvar LINHARES EDP              1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSEMI;ESSMSU0BC1          ;BC   69 kV  9P0 Mvar MIMOSO                    1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESNVEN;ESSNVE1BC1          ;BC  138 kV 26P6 Mvar NOVA VENECIA              1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;23/11/2007;
ESNVEN;ESSNVE1BC2          ;BC  138 kV 26P6 Mvar NOVA VENECIA              2 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;23/11/2007;
ESSPIH;ESSPIH17BC1         ;BC  138 kV 26P6 Mvar PINHEIROS              7BC2 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSPIH;ESSPIH1BC1          ;BC  138 kV 26P6 Mvar PINHEIROS              7BC1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSEPI;ESSPIT1BC1          ;BC  138 kV 26P6 Mvar PITANGA                   1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSEPI;ESSPIT1BC2          ;BC  138 kV 26P6 Mvar PITANGA                   2 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSPLT;ESSPLT0BC1          ;BC   69 kV  9P0 Mvar PAULISTA                  1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSPUB;ESSPUB1BC1          ;BC  138 kV 26P6 Mvar PONTA DE UBU              1 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSPUB;ESSPUB1BC2          ;BC  138 kV 26P6 Mvar PONTA DE UBU              2 ES                     ;BCP;SUP;SUPERVISAO     ;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;31/12/1990;
ESSTAE;ESSTVA1BC1          ;BC  138 kV   50 Mvar VIANA                     1 ES                     ;BCP;COM;COMPLEMENTAR   ;;09/09/9999;;31/07/2009
ESSTAE;ESSTVA1BC2          ;BC  138 kV   50 Mvar VIANA                     2 ES                     ;BCP;COM;COMPLEMENTAR   ;;09/09/9999;;31/07/2009
ESSTVT;ESSTVT0BC10         ;BC 13P8 kV   10 Mvar VITORIA                  10 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;31/12/2001;28/04/2003;31/07/2001
ESSTVT;ESSTVT0BC11         ;BC 13P8 kV   10 Mvar VITORIA                  11 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;30/12/2000;28/04/2003;
ESSTVT;ESSTVT0BC12         ;BC 13P8 kV   10 Mvar VITORIA                  12 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;30/12/2000;28/04/2003;
ESSTVT;ESSTVT0BC4          ;BC 13P8 kV   10 Mvar VITORIA                   4 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
ESSTVT;ESSTVT0BC5          ;BC 13P8 kV   10 Mvar VITORIA                   5 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
ESSTVT;ESSTVT0BC6          ;BC 13P8 kV   10 Mvar VITORIA                   6 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
ESSTVT;ESSTVT0BC7          ;BC 13P8 kV   10 Mvar VITORIA                   7 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;18/07/1999;
ESSTVT;ESSTVT0BC8          ;BC 13P8 kV   10 Mvar VITORIA                   8 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;18/07/1999;
ESSTVT;ESSTVT0BC9          ;BC 13P8 kV   10 Mvar VITORIA                   9 ES                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;18/07/1999;
GOCJA ;GOCJA-1BC1          ;BC  138 kV   80 Mvar CARAJAS                   6 GO                     ;BCP;COM;COMPLEMENTAR   ;EDP TRANSMISSÃO GOIÁS S.A.                                     ;07/05/2017;09/07/2017;
GOITP ;GOITP-2BC1          ;BC  230 kV   50 Mvar ITAPACI                   1 GO                     ;BCP;BAS;BASICA         ;EDP TRANSMISSÃO GOIÁS S.A.                                     ;12/03/2017;27/03/2017;31/01/2014
GOSTBD;GOSTBD3BC1          ;BC  345 kV 91P5 Mvar BANDEIRANTES              1 GO                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
GOSTBT;GOSTBT2BC1          ;BC  230 kV 27P7 Mvar BARRO ALTO                1 GO                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;;31/12/1990;
GOSTBT;GOSTBT2BC2          ;BC  230 kV 27P7 Mvar BARRO ALTO                2 GO                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;30/09/2011;07/09/2011;31/10/2009
GOSTPP;GOSTPP1RT1          ;BC  138 kV   25 Mvar PIRINEUS                  1 GO                     ;BCP;SUP;SUPERVISAO     ;;09/09/9998;;30/09/2004
GOSTRV;GOSTRV1BC1          ;BC  138 kV   80 Mvar RIO VERDE FUR             1 GO                     ;BCP;COM;COMPLEMENTAR   ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;08/10/2024;19/09/2023;31/12/2020
GOSTSM;GOSTSM2BC1          ;BC  230 kV  150 Mvar S.DA MESA                01 GO                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;30/06/2018;16/07/2018;28/02/2014
GOSTSM;GOSTSM2BC2          ;BC  230 kV  150 Mvar S.DA MESA                02 GO                     ;BCP;BAS;BASICA         ;FURNAS CENTRAIS ELÉTRICAS S.A.                                 ;30/06/2018;16/07/2018;28/02/2014
MAAL  ;MAAL--2BC1          ;BC  230 kV 61P1 Mvar ALUMAR                    1 MA                     ;BCP;SUP;SUPERVISAO     ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;31/12/1990;
MAAL  ;MAAL--2BC2          ;BC  230 kV 50P8 Mvar ALUMAR                    2 MA                     ;BCP;SUP;SUPERVISAO     ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;31/12/1990;
MAAL  ;MAAL--2BC3          ;BC  230 kV 61P1 Mvar ALUMAR                    3 MA                     ;BCP;SUP;SUPERVISAO     ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;31/12/1990;
MAEN  ;MAENO-2BC1          ;BC  230 kV   20 Mvar ENCRUZO NOVO              1 MA                     ;BCP;BAS;BASICA         ;;30/03/2028;;30/10/2021
MALD  ;MALD--2BC1          ;BC  230 kV 50P8 Mvar SAO LUIS II               1 MA                     ;BCP;BAS;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;31/12/1990;
MALD  ;MALD--2BC2          ;BC  230 kV 61P1 Mvar SAO LUIS II               2 MA                     ;BCP;BAS;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;31/12/1990;
MALD  ;MALD--2BC3          ;BC  230 kV 55P5 Mvar SAO LUIS II               3 MA                     ;BCP;BAS;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;30/06/2001;03/07/2001;31/12/2000
MALD  ;MALD--2BC4          ;BC  230 kV 55P5 Mvar SAO LUIS II               4 MA                     ;BCP;BAS;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;30/06/2001;03/07/2001;31/12/2000
MAMR  ;MAMR--2BC1          ;BC  230 kV   20 Mvar MIRANDA II                1 MA                     ;BCP;BAS;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;31/03/2009;21/04/2009;30/06/2004
MAMR  ;MAMR--2BC2          ;BC  230 kV   20 Mvar MIRANDA II                2 MA                     ;BCP;BAS;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;31/03/2009;21/04/2009;30/06/2005
MAPR  ;MAPR--2BC1          ;BC  230 kV   20 Mvar PERITORO                  1 MA                     ;BCP;BAS;BASICA         ;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;25/07/2010;01/08/2010;30/06/2005
MGARCO;MGACSU11            ;BC  138 kV 29P8 Mvar ARCOS 1                   5 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;;31/12/1990;
MGARCO;MGACSU1BC6          ;BC  138 kV 29P8 Mvar ARCOS 1                   6 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;;31/12/1990;
MGARAG;MGARID0BC1          ;BC 13P8 kV  3P6 Mvar ARAGUARI 2                1 MG                     ;BCP;SIM;SIMULACAO      ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGARAG;MGARID0BC2          ;BC 13P8 kV  3P6 Mvar ARAGUARI 2                2 MG                     ;BCP;SIM;SIMULACAO      ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGARX ;MGARX-0BC1T         ;BC 34P5 kV 0P75 Mvar COL UFV ARAXA            1T MG                     ;BCP;SUP;SUPERVISAO     ;USINA DE ENERGIA FOTOVOLTAICA ARAXA S.A                        ;01/04/2022;28/02/2023;
MGAXAD;MGAXAD1BC1          ;BC  138 kV 16P4 Mvar ARAXA 2                   1 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGARAX;MGAXAU1BC3          ;BC  138 kV 29P7 Mvar ARAXA 1                   3 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGARAX;MGAXAU1BC4          ;BC  138 kV 29P7 Mvar ARAXA 1                   4 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGBARB;MGBARB0BC8          ;BC 13P8 kV  3P6 Mvar BARBACENA 2               8 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;31/07/2019;;
MGBARB;MGBARB0BC9          ;BC 13P8 kV  3P6 Mvar BARBACENA 2               9 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;31/07/2019;;
MGBARB;MGBARB1BC7          ;BC  138 kV 32P8 Mvar BARBACENA 2               1 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;31/07/2019;;
MGBARR;MGBARR1BC2          ;BC  138 kV 32P8 Mvar BARREIRO 1                2 MG                     ;BCP;COM;COMPLEMENTAR   ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;31/01/2014;06/05/2013;
MGBARR;MGBARR3BC1          ;BC  345 kV  100 Mvar BARREIRO 1                1 MG                     ;BCP;BAS;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;30/04/2013;31/03/2013;31/07/2011
MGCVBC;MGBCO32BC1          ;BC  230 kV   50 Mvar BARAO COCAIS3             1 MG                     ;BCP;BAS;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;31/01/2013;17/09/2012;31/03/2009
MGBET3;MGBETT1BCC7         ;BC  138 kV 29P8 Mvar BETIM 3                   7 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGSEFI;MGBHSE0BC1          ;BC 13P8 kV  4P8 Mvar BH S.EFIGENIA             1 MG                     ;BCP;SIM;SIMULACAO      ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGSEFI;MGBHSE0BC3          ;BC 13P8 kV  6P0 Mvar BH S.EFIGENIA             3 MG                     ;BCP;SIM;SIMULACAO      ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGSEFI;MGBHSE0BC4          ;BC 13P8 kV  3P0 Mvar BH S.EFIGENIA             4 MG                     ;BCP;SIM;SIMULACAO      ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGBST1;MGBST10BCH          ;BC 34P5 kV   26 Mvar COL BOA SORTE 1          H1 MG                     ;BCP;SUP;SUPERVISAO     ;CENTRAL FOTOVOLTAICA BOA SORTE 1 SPE LTDA.                     ;01/12/2023;;
MGBST1;MGBST10BCH2         ;BC 34P5 kV   26 Mvar COL BOA SORTE 1          H2 MG                     ;BCP;SUP;SUPERVISAO     ;CENTRAL FOTOVOLTAICA BOA SORTE 1 SPE LTDA.                     ;01/12/2023;;
MGBST1;MGBST10BCH3         ;BC 34P5 kV   26 Mvar COL BOA SORTE 1          H3 MG                     ;BCP;SUP;SUPERVISAO     ;CENTRAL FOTOVOLTAICA BOA SORTE 1 SPE LTDA.                     ;01/12/2023;;
MGBST1;MGBST10BCH4         ;BC 34P5 kV   26 Mvar COL BOA SORTE 1          H4 MG                     ;BCP;SUP;SUPERVISAO     ;CENTRAL FOTOVOLTAICA BOA SORTE 1 SPE LTDA.                     ;01/12/2023;;
MGBRTZ;MGBTZ-1BC1          ;BC  138 kV 19P8 Mvar BURITIZEIRO               1 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGCNGU;MGCNGU1BC1          ;BC  138 kV 16P4 Mvar CONGONHAS 1               1 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGCPA2;MGCPA21BC1          ;BC  138 kV 16P4 Mvar C.PARANAIBA 2             1 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGCPEN;MGCPEN0BC1          ;BC 13P8 kV  3P6 Mvar CONSE. PENA               1 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;30/04/2013;30/01/2012;
MGGVAL;MGGVAL0BC1          ;BC 13P8 kV  3P0 Mvar G.VALADARES 2             5 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGGVAL;MGGVAL0BC2          ;BC 13P8 kV  3P0 Mvar G.VALADARES 2             2 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGGVAL;MGGVAL0BC3          ;BC 13P8 kV  3P0 Mvar G.VALADARES 2             3 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGGVAL;MGGVAL0BC4          ;BC 13P8 kV  3P0 Mvar G.VALADARES 2             4 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGGVAL;MGGVAL0BC5          ;BC 13P8 kV  3P6 Mvar G.VALADARES 2             1 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;31/08/2013;29/04/2013;
MGGVAL;MGGVAL0BC6          ;BC 13P8 kV  3P6 Mvar G.VALADARES 2             6 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;31/08/2013;29/04/2013;
MGIBI2;MGIBYD1BC3          ;BC  138 kV 19P8 Mvar IBIA 2                    3 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGIRMG;MGIDM-0BC1          ;BC 13P8 kV  3P6 Mvar IRAI DE MINAS             1 MG                     ;BCP;SIM;SIMULACAO      ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGIPAT;MGIPAT0BC1          ;BC 13P8 kV  6P0 Mvar IPATINGA 1                5 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;31/08/2013;11/06/2013;
MGIPAT;MGIPAT0BC2          ;BC 13P8 kV  6P0 Mvar IPATINGA 1                6 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;31/08/2013;11/06/2013;
MGITAB;MGITAB0BC1          ;BC 13P8 kV  3P6 Mvar ITABIRA 2                 1 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGITAB;MGITAB0BC2          ;BC 13P8 kV  3P6 Mvar ITABIRA 2                 2 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGITAB;MGITAB0BC3          ;BC 13P8 kV  3P6 Mvar ITABIRA 2                 3 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG DISTRIBUIÇÃO S.A.                                        ;;31/12/1990;
MGITAB;MGITAB2BC4          ;BC  230 kV   50 Mvar ITABIRA 2                 4 MG                     ;BCP;BAS;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;30/08/2013;08/09/2013;31/07/2009
MGJAN ;MGJAN-009H1         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H1 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;01/07/2022;30/07/2022;
MGJAN ;MGJAN-009H2         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H2 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;01/07/2022;30/07/2022;
MGJAN ;MGJAN-009H3         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H3 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;01/07/2022;;
MGJAN ;MGJAN-009H4         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H4 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;01/07/2022;;
MGJAN ;MGJAN-009H5         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H5 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;01/07/2022;;
MGJAN ;MGJAN-009H6         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H6 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;01/07/2022;;
MGJAN ;MGJAN-009H7         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H7 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;01/07/2022;;
MGJAN ;MGJAN-009H8         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H8 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;01/07/2022;;
MGJAN ;MGJAN-009H9         ;BC 34P5 kV   10 Mvar UFV JANAUBA            09H9 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;11/11/2022;;
MGJAN ;MGJAN-09H10         ;BC 34P5 kV   10 Mvar UFV JANAUBA           09H10 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;11/11/2022;;
MGJAN ;MGJAN-09H11         ;BC 34P5 kV   10 Mvar UFV JANAUBA           09H11 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;11/11/2022;;
MGJAN ;MGJAN-09H12         ;BC 34P5 kV   10 Mvar UFV JANAUBA           09H12 MG                     ;BCP;SUP;SUPERVISAO     ;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;11/11/2022;;
MGJFOR;MGJFOR1BC10         ;BC  138 kV   50 Mvar JUIZ DE FORA1            10 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;10/02/2023;;30/12/2018
MGJFOR;MGJFOR1BC9          ;BC  138 kV 32P8 Mvar JUIZ DE FORA1             9 MG                     ;BCP;SUP;SUPERVISAO     ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;31/07/2013;25/03/2013;
MGJMO4;MGJMO42BC1          ;BC  230 kV   50 Mvar J.MONLEVADE 4             1 MG                     ;BCP;BAS;BASICA         ;MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ;08/04/2021;20/02/2022;31/07/2016
MGJMO4;MGJMO42BC2          ;BC  230 kV   50 Mvar J.MONLEVADE 4             2 MG                     ;BCP;BAS;BASICA         ;;31/12/2022;;31/07/2016
